Benchmark,Heap Size,CPU Frequency (MHz),Time Elapsed Mean (ms),DRAM Joules Mean,CPU Joules Mean,Package Joules Mean,Elapsed Time CI 95% Low,Elapsed Time CI 95% High,DRAM Joules CI 95% Low,DRAM Joules CI 95% High,CPU Joules CI 95% Low,CPU Joules CI 95% High,Package Joules CI 95% Low,Package Joules CI 95% High,EDP Mean,EDP CI 95% Low,EDP CI 95% High,EDP2 Mean,EDP2 CI 95% Low,EDP2 CI 95% High
avrora,15m,2.4GHz,4093.3,2.0233703,12.8150266,18.7813357,4028.1924999999997,4203.3175,1.9722620924999998,2.0939170574999997,12.599211412499999,13.150008974999999,18.47249373,19.26501924,76.9664481294,74.32096936855498,80.68380525279,1449.1076775474157,1372.1041898134854,1556.891237127081
avrora,15m,2.7GHz,3621.4,1.8743531999999998,14.3573608,19.7047061,3592.795,3659.42,1.8548449175000001,1.8977372700000001,14.228900750000001,14.511542807499996,19.528600722500002,19.912234092499997,71.3754817189,70.14207931765,72.7934503851475,1407.1401600803324,1368.8951536720085,1448.113768566132
avrora,15m,400MHz,24945.0,7.938147000000001,13.295208500000001,45.678656000000004,24701.579999999998,25181.7425,7.865706932499998,8.009507132500001,13.1752874525,13.41991465,45.33426257250001,46.01552893,1139.5577842155,1123.8838706235051,1157.0422428674551,52066.61426255472,51049.13735741985,53266.5558004727
avrora,15m,800MHz,12514.9,4.335845999999999,9.877008199999999,26.070074300000005,12400.9725,12628.5075,4.29013537,4.380115365000001,9.792082769999999,9.948679307499999,25.815903289999998,26.30247806,326.3330761407,319.9651027903349,331.61842144816,8511.09120923424,8283.065931151436,8745.995400189124
avrora,20m,1.2GHz,8211.3,3.0899598,9.241674900000001,19.922766400000004,8143.88,8299.202500000001,3.0608826999999996,3.1278480699999998,9.165043245,9.34096406,19.749161200000003,20.131986555,163.62859021539998,160.74209022002748,167.03840165394251,3261.440260791652,3179.3295011322957,3368.698066055572
avrora,20m,1.6GHz,6097.1,2.5090944,9.1350034,17.5179138,6040.097500000001,6158.0025,2.478124445,2.5421676275,9.0547586575,9.224074395,17.320027535,17.748514465000007,106.8379049975,104.63068657306749,109.13076944030752,1872.8008360112703,1816.1466766563822,1936.0768480194815
avrora,20m,2.0GHz,4852.7,2.2159180000000003,10.737109400000001,17.6750672,4826.797500000001,4875.3,2.1960391550000002,2.2363554574999998,10.664290982499997,10.806311017499999,17.569867154999997,17.783437359999997,85.7789230623,84.8332741656325,86.6880824835575,1516.432165337484,1490.1322648486487,1540.0585994386536
avrora,20m,2.4GHz,4068.2,2.0120117,12.717303500000002,18.664135499999997,4024.28,4116.2074999999995,1.9903006775,2.0330790725,12.573662105000002,12.870406875,18.446228297500003,18.8719659525,75.95454823309998,74.1404408192225,77.59120623395499,1418.5394007422935,1370.4491505259357,1465.7103469891315
avrora,20m,2.7GHz,3592.7,1.8665892,14.235986299999999,19.557476899999997,3559.1949999999997,3632.5,1.84519295,1.8946655175,14.096902445000001,14.400833927499999,19.370955322500002,19.7958075425,70.2831711249,68.95843394356501,71.81996559248499,1375.3341875181973,1335.9539385208725,1423.2529096792266
avrora,20m,400MHz,25064.4,7.984435700000001,13.345355399999999,45.8173644,24768.355000000003,25329.109999999997,7.88984757,8.0863355275,13.193242985,13.5080386375,45.20106156000001,46.4599025175,1148.8224013052,1120.36454425352,1178.1083337424052,52683.04869566774,50702.89094260917,54801.397264906846
avrora,20m,800MHz,12576.0,4.3616150000000005,9.9487427,26.207068,12405.06,12737.53,4.29562801,4.420595605,9.82499897,10.071132217499999,25.880418959999997,26.503703179999995,329.72043440870004,320.75050547426997,338.175644920435,8648.236017177562,8310.197275745357,8984.636446432762
avrora,25m,1.2GHz,8203.8,3.5597228999999997,9.1575623,21.3774598,8132.6775,8277.4175,3.5303283425,3.5921876,9.081832684999998,9.235261877500003,21.0781313225,21.6347236875,175.4270348054,171.76017582236997,179.3436481791575,3753.005306654088,3627.6921262443598,3886.8168814280293
avrora,25m,1.6GHz,6120.3,2.934088,9.100140300000001,18.5835816,6052.8949999999995,6202.3175,2.8934684975,2.9737643575000003,8.989352440000001,9.217646327499999,18.357293792500002,18.7960581225,113.78083844989999,111.03501542814499,116.62295976319248,2116.11194413778,2040.932511740447,2194.4807973927727
avrora,25m,2.0GHz,4906.4,2.5565491000000002,10.7234375,18.5132872,4843.69,4970.4175,2.520027075,2.59493527,10.5830239075,10.872358587499999,18.284473055,18.781950709999997,90.87380225900002,88.52909541956751,93.48972005371502,1683.9111572619768,1618.1930915881755,1750.1757277537665
avrora,25m,2.4GHz,4065.1,2.2751463999999997,12.5951294,19.185315,4042.1974999999998,4087.4,2.2627129925,2.28610946,12.520973607500002,12.666755225000001,19.075648455,19.295039389999996,77.9963616178,77.19875138719,78.86086247026252,1496.6256027813001,1472.578536002894,1522.7970087217209
avrora,25m,2.7GHz,3605.8,2.1064758,14.177990900000001,20.0993773,3567.0,3660.5125,2.07663458,2.1446072999999997,14.0102195175,14.39822266,19.8564443575,20.4078967025,72.50677040289999,70.83952808007749,74.58229355149251,1458.7199015305482,1406.202270223325,1525.9674694084783
avrora,25m,400MHz,25168.3,9.257263100000001,13.890374900000001,49.3703857,24899.094999999998,25429.785,8.884992415000001,9.66880682,13.230945365,15.0398510675,48.257596795,51.046439275000004,1243.4230914698,1203.1614762222875,1297.7488885678727,61571.23138927639,58125.255485541355,66536.77114990244
avrora,25m,800MHz,12560.0,5.0292664,9.8392151,27.695300300000003,12403.859999999999,12722.0,4.96750292,5.1100350924999995,9.73143186,9.96688376,27.380929274999996,28.117193399999998,348.0037468268,340.490799910185,357.932325730985,9646.412747926315,9298.907781850756,10047.839501854487
avrora,30m,1.2GHz,8208.4,3.5717837,9.1626221,21.5695983,8132.0725,8279.935,3.5345875275000003,3.6080131925,9.079312747499998,9.2386416575,21.364494592499998,21.770847779999997,177.09161615739998,173.853729351435,180.21457209111003,3821.531328960463,3713.7299387497283,3928.295618317444
avrora,30m,1.6GHz,6142.2,3.071289,9.7886904,19.373046900000002,6088.092500000001,6199.1025,2.9193643525,3.3171634825000003,9.1139714825,10.863742355,18.542576815,20.69686965,119.0589846764,113.491883635225,127.606189813505,2327.550493586135,2103.019174217567,2661.46341614135
avrora,30m,2.0GHz,4855.5,2.5328858999999997,10.648315400000001,18.3632754,4832.0,4879.702499999999,2.5181698900000002,2.547849465,10.5970377575,10.6994625075,18.2797582275,18.455838265,89.1680377975,88.29702686100502,90.036563185365,1637.6108657019042,1613.5729227826212,1661.9801068633715
avrora,30m,2.4GHz,4073.7,2.2747743000000002,12.6073364,19.209204,4026.4975,4128.0225,2.2483517425,2.3039859550000004,12.4662704275,12.760815599999999,18.9773940675,19.4422560225,78.2824908885,76.5116195140575,80.16441867097001,1504.8785325733902,1454.7655518628103,1558.671933245222
avrora,30m,2.7GHz,3615.5,2.1117493,14.2147156,20.150677699999996,3562.385,3670.8250000000003,2.0781958599999997,2.1495389475,14.052399815,14.41757368,19.8959412325,20.461888492499998,72.89652486819999,70.92684471361,75.0448513653175,1470.5602935103636,1406.3063213690507,1540.361095963533
avrora,30m,400MHz,25011.9,9.2127381,13.3095641,49.153595,24802.225,25260.809999999998,9.131298842500001,9.321984854999998,13.1968763175,13.467194217499998,48.600874395,49.828416335,1229.7107877990002,1206.5453138262326,1258.3687049204227,60485.611592423076,58580.31303815526,62742.06095301672
avrora,30m,800MHz,12454.4,4.975378399999999,9.7631957,27.4627319,12331.5725,12572.0825,4.923588165,5.025165985,9.6634586,9.864127417500002,27.2068823475,27.6987576725,342.1125485383,335.67036625390494,348.287901008175,9399.736498870056,9108.717170561817,9664.83702547791
avrora,5m,1.2GHz,10471.0,4.7966247,11.7820741,27.699761799999997,10303.387499999999,10658.1075,4.69923918,4.913539739999999,11.579387085000002,12.017346362499998,27.219838875,28.244181595000004,290.2790122931,280.59508896836,301.1120817431275,8054.97315132584,7633.485622550595,8493.51474628135
avrora,5m,1.6GHz,7695.3,3.8959354999999993,11.4860597,23.5246706,7619.587500000001,7798.415,3.8348382649999997,3.9711974475000003,11.355255025,11.642798712499998,23.255192714999996,23.871874305000002,181.0994594406,177.3285285489275,185.6840228301875,4263.920644298748,4114.922712431456,4446.241723204132
avrora,5m,2.0GHz,6197.6,3.4751035999999997,13.6283387,23.624102800000003,6109.092500000001,6328.005,3.39639498,3.5889589825,13.424077254999998,13.935397997499999,23.234448835,24.1719423,146.56659501439998,141.89962318742252,153.94337423428996,3470.2927515320443,3308.5348777870395,3722.3723485600517
avrora,5m,2.4GHz,5115.7,2.8509031,16.0012572,23.8952332,5083.8975,5154.905,2.7400051724999996,2.9679408625,15.890046729999998,16.11773233,23.585010979999996,24.226411974999998,122.25567383139999,120.049456034565,124.412038478505,2923.065774402499,2836.2535225389393,3012.4068338984616
avrora,5m,2.7GHz,4592.2,2.5945007,18.1845092,25.087029899999997,4535.99,4666.764999999999,2.54787635,2.6653890500000004,17.949075642500002,18.5388672975,24.751204482499997,25.5606563225,115.28253926739998,112.3794086052425,119.64163436905251,2896.268649422617,2782.4792126423727,3063.7199214748207
avrora,5m,400MHz,31093.1,11.701080300000001,16.567419499999996,60.5254516,30865.33,31281.962499999998,11.623119735,11.774111715,16.456407565000003,16.682040147499997,60.1184523325,60.8967399825,1882.1467306710997,1855.99502920594,1903.9814667701326,113944.72253040233,111540.56753072885,116082.97719547115
avrora,5m,800MHz,15602.6,6.451776199999999,12.2954287,34.5700074,15482.46,15718.710000000001,6.3965628825,6.502134469999999,12.2090038125,12.3721742,34.33032205,34.816284360000004,539.4576162782,531.3119807074225,546.64626716387,18654.17264734149,18241.94028002688,19081.15313930379
batik,114m,1.2GHz,1314.9,0.487213,1.4833127999999998,3.280786,1268.5925,1357.1025,0.4666625450000001,0.50408351,1.43321848,1.5335547125,3.1581177800000004,3.3892989774999998,4.3270069622000005,4.009948805705,4.598453171759999,14.280914567563036,12.77425035738491,15.509433498907388
batik,114m,1.6GHz,1389.5,0.6784117999999999,2.1102967,4.104010099999999,1309.2975,1493.71,0.6339667550000001,0.7326231525,1.9777446625000001,2.2745060525,3.8613893999999993,4.4022756325,5.7736800596,5.0530287165425,6.683532867077499,24.32922180132561,19.78919853276619,31.439027523369823
batik,114m,1.8GHz,813.9,0.3474061,1.5068116,2.6522095,771.785,856.7075,0.32193528250000003,0.3744457749999999,1.4240142725000002,1.593259675,2.5138739500000002,2.801487925,2.1746431761,1.9579421977525,2.40683998544,5.856966896524308,4.954300403591409,6.842519988777846
batik,114m,2.0GHz,775.3,0.3310242,1.7387146000000002,2.823773,715.5875000000001,828.11,0.29427899,0.37212809999999996,1.5949725449999999,1.8500077849999998,2.6108666675,3.0135785975,2.2212272033,1.9005881772750002,2.52390382929,6.444096740836765,5.101363224918486,7.659426420722055
batik,114m,2.4GHz,629.9,0.2862367,2.011841,2.9004757999999997,598.28,660.8025,0.26626960250000004,0.31096936750000004,1.898963405,2.118596755,2.741206575,3.04107608,1.8403961386000003,1.63537794408,2.0025534565125,5.414050697557198,4.554732429164517,6.158203731596397
batik,114m,2.7GHz,585.4,0.28585809999999995,2.4048219,3.2476438,551.8974999999999,616.4,0.25757978750000005,0.31525509749999997,2.28136157,2.5386011424999997,3.0574750624999996,3.420367535,1.9163497615999998,1.7142943652675,2.1176503173974996,6.322245158226712,5.358908303214687,7.35040177044614
batik,114m,400MHz,3869.1,1.2359863,2.1128785,7.3106202,3632.0375,4186.327499999999,1.153532795,1.3499278725,1.9516277775,2.3054384525,6.842875542500001,7.885965664999999,28.6674042112,25.077258044459995,33.657183656002495,215.76203229499725,172.31018441238047,276.758445166022
batik,114m,800MHz,1962.4,0.6740784,1.5135804,4.1671143,1895.3875,2044.2125,0.6444071749999999,0.7032179175000001,1.4554120025,1.5688085699999998,4.0122027325,4.3299626125,8.209000875200001,7.6159364135975,8.85379740425,34.47667139335645,31.1046188273264,39.2363546275266
batik,38m,1.2GHz,1839.8,0.7585632,2.1049315999999996,4.6156678,1776.6,1894.5125,0.72874099,0.7872852874999999,2.035953505,2.1758428324999994,4.451800564999999,4.7789867049999994,8.516723154400001,7.952593192140001,9.069369757265,39.54569758394237,35.8465215815465,43.24338466764813
batik,38m,1.6GHz,2025.3,1.0388979,3.1015136999999995,6.0210997,1960.165,2089.6025,1.0106777724999998,1.0703459049999997,2.9990026575,3.2103234550000006,5.8447317325000006,6.214690490000001,12.227576842099998,11.456614280819998,13.060831488477499,74.02266106058869,67.26084352124455,82.07416300336064
batik,38m,1.8GHz,1400.5,0.7036134,2.586969,4.6048705000000005,1308.67,1462.805,0.6493276875,0.7487454550000001,2.44320933,2.703912205,4.328808970000001,4.819392285,6.4991337156,5.7869403586125,7.0558844968675,30.354635431350196,25.939446114358276,34.204945919333845
batik,38m,2.0GHz,1019.9,0.509558,2.2705930000000003,3.7448549,802.8225,1222.9775,0.39384993999999995,0.6366680750000001,1.8047727000000002,2.7165960300000003,2.9616806024999995,4.51961065,4.2362318107,2.7671082331475,5.741191172227499,18.864365443504756,10.742342686008186,27.325302104963118
batik,38m,2.4GHz,1149.8,0.6414246999999998,3.6278321000000004,5.3287962,1080.275,1203.7175,0.6059550674999999,0.6714681849999999,3.4006253450000004,3.8056688025,5.0267703475,5.57044143,6.1740225332,5.50057447686,6.7597700477475,33.37392477163748,28.01657105799128,37.7249234109657
batik,38m,2.7GHz,1068.8333333333333,0.6383668333333333,4.259663833333334,5.8664755,1048.0,1092.0125,0.6103719999999999,0.6741743333333333,4.180745333333333,4.357859,5.756285908333334,5.9947048375,6.274520991333333,6.025764434666667,6.542778418975001,36.859627577669855,34.66495941823424,39.31637249032756
batik,38m,400MHz,3946.9,1.2697999999999998,2.0862486999999996,7.2453063,3655.56,4211.5275,1.1778823499999997,1.3597061275,1.9260919925000002,2.2387790575,6.7396399625,7.8061442625,28.981944974099996,24.739326521895006,33.333770028874994,215.80199747830525,173.48552289558813,263.8956212008576
batik,38m,800MHz,2525.7,0.8982785999999999,1.9795472000000003,5.249645800000001,2406.6724999999997,2649.445,0.8566131100000001,0.9431257325,1.8876194925,2.0739507625,5.0190527625,5.4912097499999994,13.338546051999998,11.972556424482498,14.76242366356,70.86567666024192,61.464457950866326,82.28841073660188
batik,57m,1.2GHz,1715.1,0.7021545,1.9760190999999998,4.355981399999999,1539.04,1874.1,0.6262571149999999,0.7802408275,1.7751081199999998,2.166442455,3.9130116275000004,4.7746067225,7.661892690499999,6.1631874761350005,9.121010991595002,35.04996666364966,25.248452511211386,44.91797195632478
batik,57m,1.6GHz,1743.0,0.8604370999999998,2.660571,5.1565553,1562.2875,1927.505,0.7633417775000001,0.9570709049999999,2.3907491200000006,2.9220937124999997,4.581538365,5.7138958625,9.2545744189,7.145231917089999,11.03286382572,50.39642225864882,36.483881940112845,65.23555922891568
batik,57m,1.8GHz,1036.0,0.4775265,1.9313781000000003,3.4047487000000003,971.87,1101.7025,0.4291793675,0.5251394075000001,1.8087143600000002,2.0694453,3.1609802449999997,3.6398931474999996,3.5694182269000003,3.1226842347024997,4.0917799372275,12.453264155266448,10.056365416387786,15.265329101119415
batik,57m,2.0GHz,947.2,0.5557005,2.1491578000000002,3.7434019,905.4975,990.545,0.5171650375,0.6019297225000001,2.0230897975,2.2885100174999997,3.5219357700000002,4.01585711,3.5711513698,3.2040458871350004,3.9748445388499998,13.61125692194488,11.254986030422316,16.153492363056976
batik,57m,2.4GHz,923.1,0.5714417,2.9696594,4.534967099999999,815.0825,1021.4425,0.48982553750000013,0.6512780149999999,2.5865549874999996,3.3339032749999995,3.989246455,5.10288139,4.3447084541,3.3983355373200004,5.4187545963375,21.128678984496027,14.608877983201541,28.703810534164994
batik,57m,2.7GHz,773.7,0.49382929999999997,3.1568361,4.4773621,650.245,902.8249999999999,0.40152568499999997,0.5866373225,2.5971176600000003,3.6992429049999997,3.7559740724999995,5.246210577500001,3.7269852098,2.5316419303849997,4.8860685706325,19.034168049365014,11.202828566487927,28.371607575553362
batik,57m,400MHz,3743.6,1.2227601,2.0745909000000005,7.0133362,3292.8675000000003,4155.8,1.0780342025,1.35760634,1.7912203200000003,2.3645076525,6.1552625175,7.7836648825,27.157775184899997,21.589304265065003,33.12305066253,203.36547938451545,136.6465804552915,277.1664014138984
batik,57m,800MHz,2112.7,0.7670350000000001,1.6482544000000001,4.3990234,1966.395,2284.005,0.712400875,0.8267415899999999,1.526518165,1.7736000724999998,4.05687788,4.719402415,9.434931651300001,7.998815420414999,10.908339742314999,42.724873609096065,33.65097035377224,52.41232281878889
batik,76m,1.2GHz,1348.8,0.5954043,1.5222228999999998,3.5700439000000004,1239.395,1446.6125,0.5414001549999999,0.6436895675,1.405062565,1.6298562575,3.3072161675,3.819641055,4.888094661799999,4.20667093939,5.5883562417474995,17.941705211047125,14.045915335579217,21.40463513937181
batik,76m,1.6GHz,1409.7,0.6824709,2.1594911000000003,4.1744568,1307.6925,1501.9175,0.6311760375000001,0.7308826350000001,1.9922912375000001,2.3063518124999995,3.85396183,4.456832755,5.9622691159,5.081132292177501,6.711917758525,25.51110527705694,20.59086160507032,30.24557685849678
batik,76m,1.8GHz,965.8,0.47606209999999993,1.7864685999999999,3.2965695999999993,847.0825,1071.4250000000002,0.40409987,0.53500879,1.5284963925,1.9806697899999997,2.8568736275,3.6681857250000003,3.3102898564,2.5487422950750003,3.9195628522324997,11.643709168343843,8.182702083706568,14.573899407593657
batik,76m,2.0GHz,828.2,0.4138673,1.8820312000000001,3.1789186000000003,760.195,897.41,0.38330145000000004,0.44095537000000007,1.7400314849999998,2.0470304125000003,2.9265412175000005,3.4161137774999997,2.6754494851999997,2.2889224792650005,3.08300913883,8.770928533121875,6.828610340855248,10.888036745802896
batik,76m,2.4GHz,729.7,0.417682,2.3420104999999998,3.5195254,660.595,801.9025,0.36344560500000006,0.47436087,2.09836519,2.5960238124999995,3.165414385,3.8569536825,2.639721034,2.1184302602125,3.1687420560025,9.819639051840191,6.74703020097757,13.10233465176106
batik,76m,2.7GHz,606.2,0.3384766,2.4735535,3.4504517999999997,554.8,660.2125000000001,0.3057141225,0.3715271,2.2362858599999997,2.712703635,3.117827315,3.752607109999999,2.1387219426,1.7385934817725002,2.5190963280224996,7.698407926974696,5.841584495891683,9.588054896623195
batik,76m,400MHz,3883.2,1.4435058,2.0661683,7.809185699999999,3660.0825,4152.34,1.3584864300000001,1.5363829999999998,1.9462767125000002,2.1979868175,7.3581006250000005,8.318111805000001,30.642153306,27.05883644635,34.984624907925,244.43613786260272,199.24100805810073,298.7868508975003
batik,76m,800MHz,2003.1,0.8144776,1.5846312999999999,4.5740967,1852.89,2176.8125,0.7588583849999999,0.8775287724999999,1.4806674925,1.7298127399999998,4.25290083,4.942455947499999,9.311110564700002,7.936297385297499,10.98450939724,44.045358190041966,34.53245291769001,55.94026900485019
batik,95m,1.2GHz,1213.2,0.4530639000000001,1.3664856,3.0337829999999997,1162.895,1270.315,0.4305435775,0.48047977750000004,1.3070071950000002,1.4337968200000004,2.9028454175,3.1800181224999995,3.7003884109000005,3.3793344215875005,4.077460626492499,11.350232371612323,9.909851345665205,13.274438717377887
batik,95m,1.6GHz,1465.0,0.7168031000000001,2.2279846,4.3242554,1374.28,1563.435,0.6653520725000001,0.7705331175,2.070504235,2.3945466699999995,4.03138088,4.659342430000001,6.4157323360000005,5.533201501215001,7.353404746390001,28.499184811022225,22.58701533502625,35.75947011152916
batik,95m,1.8GHz,825.5,0.3489684,1.5231932999999998,2.6777649,799.0,849.205,0.32734943499999997,0.3745425100000001,1.4715051799999999,1.5690405199999997,2.5730082525000006,2.768347515,2.2168316049000003,2.0698614627825,2.3510901145250003,5.971252771353639,5.40103246463149,6.556568812524703
batik,95m,2.0GHz,790.9,0.34095470000000005,1.7761536,2.8899108,754.4825,830.9025,0.32637290249999995,0.3547021975,1.6978994225000001,1.8659309624999998,2.7592373525,3.0333045275,2.3004815361000004,2.0749912991575004,2.5335393472875003,6.733944916810967,5.78366161778389,7.780033775566085
batik,95m,2.4GHz,644.1,0.3166992,2.0600403,2.9880676,609.9775000000001,682.0,0.28304850500000006,0.3566875325,1.946931675,2.1809953,2.8202704025,3.1614786299999995,1.9411833354000003,1.7300048648125004,2.168292793745,5.900315925551366,4.90609022478799,6.910852087154869
batik,95m,2.7GHz,544.0,0.25714089999999995,2.2268431,3.0068055,514.395,572.3025,0.2401939725,0.27377371999999994,2.09106058,2.3518018699999996,2.8260701650000004,3.16041916,1.649638909,1.47089642442,1.83065667244,5.0438322771049915,4.219956544094134,5.829198854632467
batik,95m,400MHz,4031.3,1.4160521,2.1249879,7.920556700000001,3756.9025,4331.4375,1.3116960800000002,1.5300276075,1.9877481625,2.2823066725,7.411160347499999,8.5361126225,32.35021361610001,28.234917692252495,37.340625338025,263.44639569636604,208.2285863422288,337.6937666609485
batik,95m,800MHz,1978.9,0.6894043999999999,1.5442261,4.238201899999999,1867.8,2083.6025,0.6455479475,0.7289092524999999,1.4546437275000001,1.63580754,3.9982617324999996,4.4937243375,8.460819822000001,7.5727931662775,9.461975585939998,36.48851095984921,30.564561656839725,42.812606922531
biojava,14m,1.2GHz,708.3,0.28322129999999995,0.8547366000000001,1.8255983,670.79,755.1025000000001,0.2634516975,0.30508653999999996,0.8018002424999999,0.9105500449999999,1.7103708450000001,1.9471652474999996,1.3067822803999998,1.1510917458249998,1.4824184128274998,2.4390006928417627,1.9891676948534607,2.944362623751288
biojava,14m,1.6GHz,904.0,0.6800781,1.6523501,3.5638245,870.195,943.21,0.654976335,0.70732034,1.5979629675,1.7126148350000001,3.4436281,3.6978582824999995,3.2335267924,3.0086765463325,3.4738084503049995,11.608876911554237,10.412372194739092,13.116042934720978
biojava,14m,1.8GHz,525.6,0.23901979999999998,1.0115662,1.7465757,485.39,575.015,0.21234699,0.2728587425,0.9336767525,1.0997265699999998,1.6106774300000002,1.9267522250000007,0.9361622481000001,0.7826176488200001,1.1179218547299998,1.7064214948562388,1.2554789558989132,2.271694126226686
biojava,14m,2.0GHz,478.4,0.21766959999999996,1.1117247,1.7772947,435.995,521.4025,0.19247703000000002,0.24451295249999994,1.0169138074999997,1.206636045,1.6166616175,1.9334801925000002,0.8688812175,0.7140575628025001,1.0256973830899998,1.611706135576307,1.2148555340699576,2.044143343835791
biojava,14m,2.4GHz,456.5,0.23259890000000003,1.5165161,2.1699401000000003,420.3925,488.7025,0.20649801,0.25741600750000004,1.4032089674999997,1.6248561549999998,2.0018286025,2.3271755075,1.0054550906,0.8555304599150001,1.1540313777375,2.2452017549458336,1.7723043391584103,2.712443003541049
biojava,14m,2.7GHz,383.4,0.1910522,1.6367245000000001,2.1807311,359.2,406.2025,0.176581655,0.20522034,1.5449295075,1.7257431375000003,2.0603537699999994,2.3086110174999996,0.8445545251000001,0.7450453110975,0.9528068477474999,1.8776694985903095,1.5279035884246939,2.254789613715761
biojava,14m,400MHz,2160.7,0.7699707,1.2374573,4.2420042,1975.9550000000002,2389.31,0.67617287,0.91820138,1.100273465,1.4009228399999998,3.804474565,4.8554668874999996,9.44558906,7.5549486590849995,11.943623269507501,43.157753884437895,29.466519901225464,63.31981824960755
biojava,14m,800MHz,1061.5,0.3983031,0.8606627,2.3097168,973.695,1191.3725,0.359421105,0.45952019,0.7906191025000001,0.9543623775000001,2.1225802474999997,2.5850516924999996,2.5242159041999996,2.06991265262,3.2304977017199996,6.225903847248134,4.389655648010682,9.01959000725477
biojava,21m,1.2GHz,421.3,0.17034320000000003,0.5169861,1.0987121,347.3975,498.6,0.13976301750000003,0.20214133499999998,0.4358022250000001,0.61272941,0.9237340575,1.2995290299999998,0.4989407999,0.3533903003900001,0.68241948136,0.6373201588320212,0.2863507364638079,0.9975271944708035
biojava,21m,1.6GHz,626.4,0.5067504,1.1681886,2.506769,577.575,672.6125,0.468145335,0.550167595,1.07435219,1.2674944549999998,2.27183278,2.7117678025000003,1.5990751473,1.32398250107,1.8870705616449996,4.164327681928883,3.1608600528738924,5.2524037684201135
biojava,21m,1.8GHz,242.5,0.1088315,0.4945373999999999,0.8352845,232.9,255.9025,0.10284929500000001,0.11588160500000001,0.47088299249999993,0.5219972524999998,0.7978458075,0.8819356875000001,0.2038249017,0.1870072464625,0.229531616315,0.17262828005532108,0.149480773526276,0.2052943605489226
